entity_id	valid	rejected	polled	electors	UPFA	UNP	DNA	ITAK	UPF	TMVP	SMBP	TULF	AITC	DPLF	SLNF	IG4B	EDF	EPDP	ONF	UNAF	ELPP	LLF	USP	IG4J	PERLF	IG2G	JSP	UDF	IG6B	IG8B	DUA	IG3J	IG6J	ELMS	PNF	IG6G	IG5J	IG5M	SEP	SLLP	OWORS	IG8K	IG5B	IG9G	IG7G	IG9V	IG7J	IG5N	IG2M	IG4M	IG9K	IG2J	IG5G	IG5K	NPP	IG9J	IG4K	IG1A	IG1K	IG3K	MNA	OWO	IG6D	TLP	IG9M	MLF	IG1M	IG4H	IG3M	IG8D	IG7K	RJP	IG7M	IG1B	IG7T	IG6A	IG8M	IG8J	IG7A	IG6M	AITUF	J	IG1J	IG3B	IG3G	IG2K	IG6K	IG9D	IG8G	IG7C	CDUA	IG9B	IG4G	IG5A	IG8C	IG5P	IG7V	IG8R	IG2A	IG1H	IG3T	IG3A	IG2R	IG2B	IG3H	IG9N	IG7R	IG9R	IG4C	IG9C	IG3R	IG8P	IG7P	IG1G	IG6T	IG4P	IG2C	IG9P	IG8V	IG6P	IG2V	IG5T	IG7B	IG6N	IG3N	IG2P	IG1R	IG5V	IG3C	IG6V	IG2H	IG2N	IG1C	IG3P	IG4R	IG5D	IG5R	IG6C	NSU	IG4T	IG1P	IG3D	IG7N	IG4N	IG2D	IG5C	IG9T	IG4V	IG2T	IG1T	IG1N	OWOS	IG4A	IG4D	IG3V	IG1D	IG8N	IG6R	IG8T	IG1V	IG7D	JS	OORS 
LK-5212045	247.23160377145794	0.005861902593215524	0.01465475648303881	0.005861902593215524	151.7558652844601	87.3775200544706	6.412921436977784	0.04103331815250867	0	0.023447610372862096	0	0	0	0	0.017585707779646572	0	0.4103331815250867	0	0.01465475648303881	0.07034283111858629	0	0	0	0	0	0	0.061549977228763	0.026378561669469856	0	0	0	0	0	0.011723805186431048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18171898038968123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14361661353378033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035171415559293144	0	0	0	0	0	0.011723805186431048	0	0	0.008792853889823286	0	0	0	0	0	0	0	0	0.008792853889823286	0	0.008792853889823286	0	0	0	0	0.011723805186431048	0	0
LK-5212050	235.82091436662142	0.005591353242759423	0.013978383106898558	0.005591353242759423	144.7517484251773	83.34471143657196	6.116940447578809	0.03913947269931596	0	0.022365412971037692	0	0	0	0	0.01677405972827827	0	0.39139472699315964	0	0.013978383106898558	0.06709623891311307	0	0	0	0	0	0	0.05870920904897394	0.025161089592417404	0	0	0	0	0	0.011182706485518846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17333195052554212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13698815444760587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03354811945655654	0	0	0	0	0	0.011182706485518846	0	0	0.008387029864139134	0	0	0	0	0	0	0	0	0.008387029864139134	0	0.008387029864139134	0	0	0	0	0.011182706485518846	0	0
LK-5212055	888.892704636765	0.021075794400530277	0.0526894860013257	0.021075794400530277	545.6207033381281	314.1557913343043	23.056919074180122	0.14753056080371194	0	0.08430317760212111	0	0	0	0	0.06322738320159083	0	1.4753056080371194	0	0.0526894860013257	0.2529095328063633	0	0	0	0	0	0	0.22129584120556792	0.09484107480238625	0	0	0	0	0	0.042151588801060555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6533496264164386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5163569628129918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12645476640318165	0	0	0	0	0	0.042151588801060555	0	0	0.03161369160079541	0	0	0	0	0	0	0	0	0.03161369160079541	0	0.03161369160079541	0	0	0	0	0.042151588801060555	0	0
LK-5212060	535.5416894003274	0.012697782848073012	0.031744457120182534	0.012697782848073012	328.7265512623382	189.27315113337633	13.891374435791876	0.08888447993651108	0	0.05079113139229205	0	0	0	0	0.03809334854421904	0	0.8888447993651108	0	0.031744457120182534	0.15237339417687615	0	0	0	0	0	0	0.13332671990476663	0.05714002281632856	0	0	0	0	0	0.025395565696146025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3936312682902634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3110956797777888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07618669708843807	0	0	0	0	0	0.025395565696146025	0	0	0.01904667427210952	0	0	0	0	0	0	0	0	0.01904667427210952	0	0.01904667427210952	0	0	0	0	0.025395565696146025	0	0
LK-5212065	505.1131843207633	0.01197631791352341	0.029940794783808525	0.01197631791352341	310.0489063042508	178.51899481897996	13.10209179739461	0.08383422539466387	0	0.04790527165409364	0	0	0	0	0.03592895374057023	0	0.8383422539466387	0	0.029940794783808525	0.14371581496228092	0	0	0	0	0	0	0.1257513380919958	0.053893430610855345	0	0	0	0	0	0.02395263582704682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37126585531922573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29341978888132353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07185790748114046	0	0	0	0	0	0.02395263582704682	0	0	0.017964476870285115	0	0	0	0	0	0	0	0	0.017964476870285115	0	0.017964476870285115	0	0	0	0	0.02395263582704682	0	0
LK-5212070	229.35485703721406	0.005438041944167632	0.01359510486041908	0.005438041944167632	140.78274887158375	81.05945321976273	5.9492178869193895	0.03806629360917343	0	0.02175216777667053	0	0	0	0	0.0163141258325029	0	0.38066293609173424	0	0.01359510486041908	0.0652565033300116	0	0	0	0	0	0	0.05709944041376014	0.024471188748754345	0	0	0	0	0	0.010876083888335265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1685793002691966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323202763210698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0326282516650058	0	0	0	0	0	0.010876083888335265	0	0	0.00815706291625145	0	0	0	0	0	0	0	0	0.00815706291625145	0	0.00815706291625145	0	0	0	0	0.010876083888335265	0	0
LK-5212075	248.75302902543618	0.005897975839943005	0.014744939599857511	0.005897975839943005	152.68974753236446	87.91522787019042	6.452385568897647	0.04128583087960103	0	0.02359190335977202	0	0	0	0	0.017693927519829015	0	0.4128583087960103	0	0.014744939599857511	0.07077571007931606	0	0	0	0	0	0	0.06192874631940155	0.02654089127974352	0	0	0	0	0	0.01179595167988601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18283725103823315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14450040807860362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03538785503965803	0	0	0	0	0	0.01179595167988601	0	0	0.008846963759914507	0	0	0	0	0	0	0	0	0.008846963759914507	0	0.008846963759914507	0	0	0	0	0.01179595167988601	0	0
LK-5212080	197.78528301716636	0.004689522074572419	0.011723805186431048	0.004689522074572419	121.40469222756808	69.90201604357648	5.1303371495822265	0.032826654522006934	0	0.018758088298289677	0	0	0	0	0.014068566223717258	0	0.3282665452200694	0	0.011723805186431048	0.05627426489486903	0	0	0	0	0	0	0.0492399817830104	0.021102849335575886	0	0	0	0	0	0.009379044149144838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145375184311745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11489329082702426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028137132447434515	0	0	0	0	0	0.009379044149144838	0	0	0.007034283111858629	0	0	0	0	0	0	0	0	0.007034283111858629	0	0.007034283111858629	0	0	0	0	0.009379044149144838	0	0
LK-5212085	791.9018446956546	0.01877612492165342	0.04694031230413355	0.01877612492165342	486.0857100342245	279.87691808216584	20.541080664288838	0.13143287445157392	0	0.07510449968661367	0	0	0	0	0.056328374764960255	0	1.3143287445157392	0	0.04694031230413355	0.22531349905984102	0	0	0	0	0	0	0.19714931167736088	0.08449256214744039	0	0	0	0	0	0.03755224984330684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.582059872571256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46001506058050873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11265674952992051	0	0	0	0	0	0.03755224984330684	0	0	0.028164187382480128	0	0	0	0	0	0	0	0	0.028164187382480128	0	0.028164187382480128	0	0	0	0	0.03755224984330684	0	0
LK-5212090	949.3693584823984	0.02250970595794761	0.05627426489486903	0.02250970595794761	582.7425226923267	335.5296770091671	24.625618317994686	0.1575679417056333	0	0.09003882383179045	0	0	0	0	0.06752911787384283	0	1.5756794170563329	0	0.05627426489486903	0.2701164714953713	0	0	0	0	0	0	0.23635191255844992	0.10129367681076425	0	0	0	0	0	0.04501941191589522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6978008846963759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5514877959697165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13505823574768566	0	0	0	0	0	0.04501941191589522	0	0	0.033764558936921416	0	0	0	0	0	0	0	0	0.033764558936921416	0	0.033764558936921416	0	0	0	0	0.04501941191589522	0	0
LK-5212095	455.66686356647176	0.010803937394880305	0.027009843487200765	0.010803937394880305	279.69773324735877	161.04349080808583	11.819507509999054	0.07562756176416213	0	0.04321574957952122	0	0	0	0	0.03241181218464091	0	0.7562756176416213	0	0.027009843487200765	0.12964724873856365	0	0	0	0	0	0	0.1134413426462432	0.048617718276961375	0	0	0	0	0	0.02160787478976061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3349220592412895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2646964661745675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06482362436928182	0	0	0	0	0	0.02160787478976061	0	0	0.016205906092320456	0	0	0	0	0	0	0	0	0.016205906092320456	0	0.016205906092320456	0	0	0	0	0.02160787478976061	0	0
LK-5212100	267.3904883866691	0.006339873112354636	0.015849682780886592	0.006339873112354636	164.129805069193	94.5021486127582	6.935821184915972	0.044379111786482454	0	0.025359492449418545	0	0	0	0	0.01901961933706391	0	0.44379111786482456	0	0.015849682780886592	0.07607847734825564	0	0	0	0	0	0	0.06656866767972368	0.028529429005595863	0	0	0	0	0	0.012679746224709272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1965360664829937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1553268912526886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03803923867412782	0	0	0	0	0	0.012679746224709272	0	0	0.009509809668531955	0	0	0	0	0	0	0	0	0.009509809668531955	0	0.009509809668531955	0	0	0	0	0.012679746224709272	0	0
LK-5212105	464.03470246335183	0.011002340251881446	0.027505850629703614	0.011002340251881446	284.8340856108328	164.00088379454482	12.036560235558301	0.07701638176317012	0	0.04400936100752578	0	0	0	0	0.03300702075564434	0	0.7701638176317012	0	0.027505850629703614	0.13202808302257735	0	0	0	0	0	0	0.11552457264475519	0.049510531133466505	0	0	0	0	0	0.02200468050376289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3410725478083248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2695573361710954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06601404151128867	0	0	0	0	0	0.02200468050376289	0	0	0.01650351037782217	0	0	0	0	0	0	0	0	0.01650351037782217	0	0.01650351037782217	0	0	0	0	0.02200468050376289	0	0
LK-5212110	166.5960653106132	0.003950020516659076	0.00987505129164769	0.003950020516659076	102.2601061455285	58.879005821320185	4.32132244522503	0.027650143616613533	0	0.015800082066636304	0	0	0	0	0.011850061549977229	0	0.2765014361661353	0	0.00987505129164769	0.047400246199908916	0	0	0	0	0	0	0.041475215424920296	0.01777509232496584	0	0	0	0	0	0.007900041033318152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12245063601643136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09677550265814737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023700123099954458	0	0	0	0	0	0.007900041033318152	0	0	0.0059250307749886145	0	0	0	0	0	0	0	0	0.0059250307749886145	0	0.0059250307749886145	0	0	0	0	0.007900041033318152	0	0
LK-5212115	173.4424789535151	0.004112350126932737	0.010280875317331841	0.004112350126932737	106.46257626109815	61.29869099205938	4.498911038864414	0.028786450888529158	0	0.016449400507730947	0	0	0	0	0.012337050380798211	0	0.2878645088852916	0	0.010280875317331841	0.049348201523192844	0	0	0	0	0	0	0.04317967633279374	0.018505575571197315	0	0	0	0	0	0.008224700253865474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12748285393491485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10075257810985205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024674100761596422	0	0	0	0	0	0.008224700253865474	0	0	0.0061685251903991056	0	0	0	0	0	0	0	0	0.0061685251903991056	0	0.0061685251903991056	0	0	0	0	0.008224700253865474	0	0
LK-5212120	435.8883352647551	0.010334985187423063	0.025837462968557656	0.010334985187423063	267.557264024602	154.05328920372818	11.30647379504083	0.07234489631196143	0	0.04133994074969225	0	0	0	0	0.03100495556226919	0	0.7234489631196144	0	0.025837462968557656	0.12401982224907676	0	0	0	0	0	0	0.10851734446794216	0.046507433343403785	0	0	0	0	0	0.020669970374846126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32038454081011497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25320713709186504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06200991112453838	0	0	0	0	0	0.020669970374846126	0	0	0.015502477781134595	0	0	0	0	0	0	0	0	0.015502477781134595	0	0.015502477781134595	0	0	0	0	0.020669970374846126	0	0
LK-5212125	251.41552321989798	0.005961104021716094	0.014902760054290237	0.005961104021716094	154.32404146619712	88.8562165477001	6.521447799757407	0.04172772815201266	0	0.023844416086864377	0	0	0	0	0.01788331206514828	0	0.4172772815201266	0	0.014902760054290237	0.07153324826059312	0	0	0	0	0	0	0.062591592228019	0.026824968097722425	0	0	0	0	0	0.011922208043432189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18479422467319892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1460470485320443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03576662413029656	0	0	0	0	0	0.011922208043432189	0	0	0.00894165603257414	0	0	0	0	0	0	0	0	0.00894165603257414	0	0.00894165603257414	0	0	0	0	0.011922208043432189	0	0
LK-5212130	209.956685048992	0.004978108048392261	0.012445270120980652	0.004978108048392261	128.87575021080303	74.20367856933504	5.446050204941133	0.03484675633874583	0	0.019912432193569043	0	0	0	0	0.014934324145176783	0	0.34846756338745827	0	0.012445270120980652	0.05973729658070713	0	0	0	0	0	0	0.05227013450811874	0.022401486217765172	0	0	0	0	0	0.009956216096784522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15432134950016008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1219636471856104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029868648290353565	0	0	0	0	0	0.009956216096784522	0	0	0.007467162072588391	0	0	0	0	0	0	0	0	0.007467162072588391	0	0.007467162072588391	0	0	0	0	0.009956216096784522	0	0
LK-5212135	232.778063858665	0.005519206749304463	0.013798016873261158	0.005519206749304463	142.88398392936858	82.26929580513232	6.038012183739082	0.03863444724513124	0	0.02207682699721785	0	0	0	0	0.016557620247913386	0	0.38634447245131237	0	0.013798016873261158	0.06623048099165355	0	0	0	0	0	0	0.057951670867696856	0.024836430371870083	0	0	0	0	0	0.011038413498608925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17109540922843836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13522056535795934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03311524049582677	0	0	0	0	0	0.011038413498608925	0	0	0.008278810123956693	0	0	0	0	0	0	0	0	0.008278810123956693	0	0.008278810123956693	0	0	0	0	0.011038413498608925	0	0
LK-5212140	82.5373200283175	0.001956973634965798	0.004892434087414495	0.001956973634965798	50.663111948812066	29.170649002800186	2.140929156652583	0.013698815444760587	0	0.007827894539863193	0	0	0	0	0.005870920904897395	0	0.13698815444760587	0	0.004892434087414495	0.02348368361958958	0	0	0	0	0	0	0.020548223167140882	0.008806381357346092	0	0	0	0	0	0.003913947269931596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060666182683939744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04794585405666205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01174184180979479	0	0	0	0	0	0.003913947269931596	0	0	0.0029354604524486974	0	0	0	0	0	0	0	0	0.0029354604524486974	0	0.0029354604524486974	0	0	0	0	0.003913947269931596	0	0
LK-5212145	80.63553846084474	0.0019118820765564478	0.0047797051913911195	0.0019118820765564478	49.4957591389316	28.49851423315041	2.091598991752754	0.013383174535895135	0	0.007647528306225791	0	0	0	0	0.005735646229669343	0	0.13383174535895134	0	0.0047797051913911195	0.022942584918677372	0	0	0	0	0	0	0.0200747618038427	0.008603469344504015	0	0	0	0	0	0.0038237641531128955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05926834437324988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04684111087563297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011471292459338686	0	0	0	0	0	0.0038237641531128955	0	0	0.0028678231148346715	0	0	0	0	0	0	0	0	0.0028678231148346715	0	0.0028678231148346715	0	0	0	0	0.0038237641531128955	0	0
LK-5212150	432.46512844330414	0.010253820382286232	0.025634550955715582	0.010253820382286232	265.45602896681714	152.84344661835857	11.217679498221138	0.07177674267600363	0	0.04101528152914493	0	0	0	0	0.030761461146858696	0	0.7177674267600362	0	0.025634550955715582	0.12304584458743478	0	0	0	0	0	0	0.10766511401400544	0.046142191720288044	0	0	0	0	0	0.020507640764572465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3178684318508732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2512185993660127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06152292229371739	0	0	0	0	0	0.020507640764572465	0	0	0.015380730573429348	0	0	0	0	0	0	0	0	0.015380730573429348	0	0.015380730573429348	0	0	0	0	0.020507640764572465	0	0
LK-5212155	400.51519810976185	0.009496282201009149	0.02374070550252287	0.009496282201009149	245.84450176082535	141.55158248824236	10.388932727904008	0.06647397540706404	0	0.037985128804036594	0	0	0	0	0.028488846603027446	0	0.6647397540706403	0	0.02374070550252287	0.11395538641210978	0	0	0	0	0	0	0.09971096311059606	0.04273326990454117	0	0	0	0	0	0.018992564402018297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2943847482312836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23265891392472415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05697769320605489	0	0	0	0	0	0.018992564402018297	0	0	0.014244423301513723	0	0	0	0	0	0	0	0	0.014244423301513723	0	0.014244423301513723	0	0	0	0	0.018992564402018297	0	0
LK-5212160	256.7405116088217	0.006087360385262275	0.015218400963155687	0.006087360385262275	157.59262933386242	90.73819390271947	6.659572261476929	0.04261152269683593	0	0.0243494415410491	0	0	0	0	0.018262081155786827	0	0.42611522696835924	0	0.015218400963155687	0.07304832462314731	0	0	0	0	0	0	0.06391728404525389	0.027393121733680238	0	0	0	0	0	0.01217472077052455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18870817194313053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14914032943892575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036524162311573655	0	0	0	0	0	0.01217472077052455	0	0	0.009131040577893414	0	0	0	0	0	0	0	0	0.009131040577893414	0	0.009131040577893414	0	0	0	0	0.01217472077052455	0	0
LK-5212165	413.82766908207117	0.009811923109874601	0.024529807774686503	0.009811923109874601	254.0159714299886	146.2565258757908	10.734243882202813	0.06868346176912221	0	0.039247692439498404	0	0	0	0	0.0294357693296238	0	0.6868346176912221	0	0.024529807774686503	0.1177430773184952	0	0	0	0	0	0	0.1030251926536833	0.0441536539944357	0	0	0	0	0	0.019623846219749202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3041696164061126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2403921161919277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588715386592476	0	0	0	0	0	0.019623846219749202	0	0	0.0147178846648119	0	0	0	0	0	0	0	0	0.0147178846648119	0	0.0147178846648119	0	0	0	0	0.019623846219749202	0	0
LK-5212170	808.2571661759202	0.01916391232397383	0.04790978080993457	0.01916391232397383	496.1249441991965	285.6572771011539	20.965320082427368	0.1341473862678168	0	0.07665564929589531	0	0	0	0	0.05749173697192149	0	1.341473862678168	0	0.04790978080993457	0.22996694788768596	0	0	0	0	0	0	0.2012210794017252	0.08623760545788223	0	0	0	0	0	0.03832782464794766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5940812820431887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4695158519373588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11498347394384298	0	0	0	0	0	0.03832782464794766	0	0	0.028745868485960745	0	0	0	0	0	0	0	0	0.028745868485960745	0	0.028745868485960745	0	0	0	0	0.03832782464794766	0	0
